"age" "job" "marital" "education" "default" "balance" "housing" "loan" "contact" "day" "month" "duration" "campaign" "pdays" "previous" "y"
57 "retired" "married" "unknown" "no" 1762 "yes" "no" "unknown" 19 "jun" 108 1 -1 0 "no"
25 "student" "single" "secondary" "no" 9 "no" "no" "teleph" 22 "apr" 107 2 -1 0 "yes"
32 "self-employed" "married" "tertiary" "no" 205 "yes" "no" "unknown" 6 "jun" 106 2 -1 0 "no"
52 "retired" "single" "secondary" "no" 343 "no" "no" "teleph" 12 "may" 463 3 -1 0 "no"
31 "self-employed" "single" "tertiary" "yes" -307 "yes" "no" "teleph" 20 "nov" 131 3 -1 0 "no"
34 "management" "married" "tertiary" "no" -335 "yes" "no" "teleph" 30 "apr" 140 2 -1 0 "no"
42 "technician" "divorced" "secondary" "no" 270 "no" "no" "teleph" 19 "aug" 163 4 -1 0 "no"
47 "blue-collar" "divorced" "primary" "no" 137 "yes" "no" "unknown" 3 "jun" 2456 2 -1 0 "yes"
50 "self-employed" "divorced" "tertiary" "no" 14 "yes" "no" "teleph" 20 "apr" 76 1 -1 0 "yes"
30 "technician" "married" "secondary" "no" -427 "yes" "yes" "teleph" 16 "jul" 435 1 -1 0 "yes"
33 "services" "single" "secondary" "no" 389 "yes" "no" "teleph" 7 "may" 302 1 356 3 "no"
56 "technician" "single" "tertiary" "no" 997 "no" "no" "unknown" 9 "jun" 306 1 -1 0 "no"
34 "admin." "divorced" "secondary" "no" 1378 "yes" "no" "teleph" 15 "may" 259 3 -1 0 "no"
33 "technician" "married" "secondary" "no" -177 "yes" "yes" "teleph" 8 "aug" 502 2 -1 0 "no"
32 "management" "single" "tertiary" "no" 514 "yes" "no" "teleph" 11 "may" 72 2 361 1 "no"
34 "management" "married" "tertiary" "no" 5251 "yes" "no" "teleph" 4 "feb" 265 1 -1 0 "no"
37 "technician" "married" "secondary" "no" 1155 "yes" "no" "teleph" 31 "jul" 413 2 -1 0 "no"
30 "management" "married" "secondary" "no" 0 "yes" "no" "teleph" 12 "may" 756 3 -1 0 "no"
29 "blue-collar" "married" "secondary" "no" 461 "yes" "yes" "unknown" 14 "may" 241 2 -1 0 "no"
56 "unemployed" "divorced" "primary" "no" 872 "no" "no" "teleph" 3 "feb" 258 2 -1 0 "no"
31 "management" "married" "tertiary" "no" 467 "yes" "no" "teleph" 25 "jul" 137 16 -1 0 "no"
59 "unknown" "married" "unknown" "no" 4283 "no" "no" "unknown" 5 "jun" 48 2 -1 0 "no"
36 "housemaid" "married" "secondary" "no" 3130 "no" "no" "unknown" 12 "jun" 283 1 -1 0 "no"
51 "blue-collar" "divorced" "secondary" "no" 1162 "yes" "no" "unknown" 30 "may" 247 2 -1 0 "no"
54 "self-employed" "divorced" "primary" "no" 4763 "yes" "no" "teleph" 18 "may" 193 4 -1 0 "no"
37 "management" "married" "tertiary" "no" 0 "no" "no" "teleph" 11 "mar" 129 4 107 2 "no"
32 "technician" "married" "tertiary" "no" 4282 "no" "no" "teleph" 8 "aug" 209 2 -1 0 "no"
42 "self-employed" "married" "tertiary" "no" 818 "no" "no" "unknown" 17 "jun" 31 1 -1 0 "no"
29 "blue-collar" "married" "secondary" "no" 389 "no" "no" "teleph" 21 "jul" 88 5 -1 0 "no"
52 "blue-collar" "married" "primary" "no" 1240 "yes" "no" "teleph" 12 "may" 22 5 -1 0 "no"
40 "technician" "married" "secondary" "no" 1368 "no" "no" "unknown" 20 "may" 234 5 -1 0 "no"
30 "services" "married" "secondary" "no" 247 "no" "yes" "unknown" 3 "jun" 23 1 -1 0 "no"
55 "entrepreneur" "divorced" "secondary" "no" 585 "yes" "no" "teleph" 7 "aug" 353 2 -1 0 "yes"
49 "management" "married" "tertiary" "no" 100 "yes" "no" "unknown" 6 "may" 221 2 -1 0 "no"
33 "technician" "married" "tertiary" "no" 8721 "no" "no" "teleph" 25 "feb" 196 1 87 4 "no"
32 "services" "single" "secondary" "no" 2693 "no" "yes" "teleph" 20 "nov" 395 1 -1 0 "no"
21 "student" "single" "secondary" "no" 7439 "no" "no" "teleph" 14 "aug" 126 3 127 7 "no"
42 "technician" "married" "secondary" "no" 478 "yes" "no" "teleph" 3 "feb" 13 5 -1 0 "no"
56 "self-employed" "married" "secondary" "no" 870 "no" "yes" "teleph" 9 "jul" 170 1 -1 0 "no"
39 "unknown" "single" "secondary" "no" 993 "no" "no" "unknown" 5 "jun" 20 1 -1 0 "no"
30 "entrepreneur" "single" "secondary" "no" 693 "no" "no" "teleph" 14 "jul" 358 6 -1 0 "no"
55 "retired" "married" "secondary" "no" 173 "no" "no" "teleph" 28 "aug" 159 1 -1 0 "no"
43 "blue-collar" "married" "primary" "no" 525 "yes" "no" "teleph" 12 "may" 225 3 -1 0 "no"
53 "unemployed" "married" "secondary" "no" 102 "no" "no" "teleph" 10 "aug" 493 1 181 14 "yes"
57 "retired" "married" "secondary" "no" 1135 "no" "no" "teleph" 11 "jan" 585 1 192 2 "yes"
39 "self-employed" "single" "unknown" "no" 0 "no" "no" "unknown" 20 "jun" 13 11 -1 0 "no"
56 "technician" "divorced" "tertiary" "no" 436 "yes" "no" "teleph" 20 "nov" 26 1 -1 0 "no"
29 "services" "single" "unknown" "no" 36 "no" "no" "unknown" 1 "jul" 161 1 -1 0 "no"
38 "blue-collar" "married" "primary" "no" 550 "yes" "yes" "unknown" 12 "jun" 122 1 -1 0 "no"
59 "management" "married" "tertiary" "no" 2045 "no" "no" "teleph" 19 "nov" 456 2 -1 0 "no"
42 "technician" "single" "unknown" "no" 374 "yes" "no" "unknown" 3 "jun" 26 7 -1 0 "no"
46 "blue-collar" "married" "primary" "no" 0 "yes" "no" "unknown" 12 "may" 51 9 -1 0 "no"
31 "admin." "married" "secondary" "no" 3 "yes" "no" "teleph" 28 "jul" 37 12 -1 0 "no"
35 "services" "divorced" "secondary" "no" 240 "yes" "no" "teleph" 14 "may" 150 1 360 1 "no"
50 "self-employed" "married" "secondary" "no" 39 "no" "no" "teleph" 13 "aug" 104 10 -1 0 "no"
42 "blue-collar" "married" "primary" "no" 1053 "yes" "no" "teleph" 13 "may" 721 1 -1 0 "no"
36 "services" "single" "secondary" "no" 826 "no" "no" "unknown" 20 "jun" 9 13 -1 0 "no"
25 "admin." "single" "tertiary" "no" 239 "no" "no" "teleph" 26 "may" 68 1 -1 0 "no"
42 "management" "single" "tertiary" "no" 11855 "no" "no" "teleph" 4 "may" 74 3 -1 0 "no"
27 "student" "single" "tertiary" "no" -161 "yes" "no" "teleph" 11 "sep" 146 3 224 1 "no"
32 "blue-collar" "married" "primary" "no" 451 "yes" "no" "unknown" 2 "jun" 777 4 -1 0 "yes"
57 "management" "married" "tertiary" "no" 1458 "yes" "no" "unknown" 8 "may" 339 2 -1 0 "no"
48 "blue-collar" "married" "secondary" "no" 940 "yes" "no" "teleph" 13 "may" 78 2 -1 0 "no"
34 "blue-collar" "divorced" "secondary" "no" -615 "yes" "no" "unknown" 26 "may" 248 2 -1 0 "no"
33 "services" "married" "secondary" "no" 228 "yes" "yes" "unknown" 20 "may" 201 1 -1 0 "no"
26 "technician" "single" "secondary" "no" 1386 "yes" "no" "unknown" 20 "jun" 18 9 -1 0 "no"
50 "blue-collar" "married" "secondary" "no" 629 "no" "no" "teleph" 26 "aug" 83 4 -1 0 "no"
60 "technician" "single" "tertiary" "no" 3189 "no" "no" "teleph" 8 "aug" 233 2 -1 0 "no"
47 "management" "married" "tertiary" "no" 7214 "yes" "no" "teleph" 17 "apr" 174 2 -1 0 "no"
31 "management" "married" "tertiary" "no" 295 "no" "no" "teleph" 18 "nov" 89 1 -1 0 "no"
52 "technician" "married" "tertiary" "no" 0 "no" "no" "teleph" 9 "aug" 145 3 94 4 "no"
36 "services" "married" "secondary" "no" 513 "yes" "no" "unknown" 19 "jun" 1017 1 -1 0 "no"
43 "blue-collar" "married" "primary" "no" 529 "yes" "no" "unknown" 7 "may" 548 2 -1 0 "no"
30 "technician" "single" "tertiary" "no" 760 "yes" "no" "teleph" 11 "aug" 213 4 -1 0 "no"
32 "blue-collar" "married" "secondary" "no" 163 "no" "no" "teleph" 5 "feb" 210 1 -1 0 "no"
31 "management" "single" "tertiary" "no" 1228 "yes" "no" "teleph" 17 "apr" 224 3 74 4 "no"
29 "management" "single" "secondary" "no" 635 "yes" "no" "unknown" 16 "jun" 541 19 -1 0 "no"
48 "services" "divorced" "secondary" "no" 3463 "no" "yes" "teleph" 9 "apr" 104 1 -1 0 "no"
32 "services" "single" "secondary" "no" 145 "no" "no" "teleph" 15 "apr" 171 1 -1 0 "yes"
30 "housemaid" "single" "tertiary" "no" 943 "no" "no" "teleph" 7 "aug" 387 2 -1 0 "no"
48 "blue-collar" "married" "secondary" "no" 522 "yes" "no" "teleph" 15 "may" 830 1 352 2 "yes"
51 "blue-collar" "married" "unknown" "no" 2047 "yes" "no" "unknown" 5 "may" 57 1 -1 0 "no"
34 "management" "married" "tertiary" "no" 659 "no" "no" "teleph" 20 "apr" 97 1 -1 0 "yes"
35 "blue-collar" "married" "secondary" "no" 655 "yes" "no" "teleph" 17 "apr" 474 2 -1 0 "no"
49 "management" "single" "primary" "no" 596 "no" "no" "teleph" 31 "jul" 115 6 -1 0 "no"
36 "unemployed" "married" "secondary" "no" -948 "yes" "yes" "teleph" 20 "nov" 153 1 183 1 "no"
37 "blue-collar" "divorced" "secondary" "no" 36 "yes" "no" "teleph" 20 "nov" 106 2 167 1 "no"
37 "management" "married" "tertiary" "no" 1836 "yes" "no" "unknown" 29 "may" 645 2 -1 0 "no"
49 "blue-collar" "married" "primary" "no" 980 "no" "no" "unknown" 9 "jun" 210 2 -1 0 "no"
44 "services" "divorced" "secondary" "no" 0 "yes" "yes" "unknown" 13 "may" 97 1 -1 0 "no"
40 "student" "married" "secondary" "no" 283 "no" "no" "teleph" 19 "nov" 52 1 152 6 "no"
57 "technician" "married" "secondary" "no" 640 "yes" "no" "teleph" 2 "feb" 223 1 76 4 "no"
39 "technician" "married" "secondary" "no" 680 "yes" "no" "teleph" 11 "may" 126 2 -1 0 "no"
38 "services" "married" "secondary" "no" 0 "no" "yes" "teleph" 16 "jul" 1473 6 -1 0 "no"
51 "blue-collar" "divorced" "secondary" "no" 85 "yes" "no" "unknown" 27 "may" 723 2 -1 0 "no"
27 "blue-collar" "single" "secondary" "no" 4122 "no" "no" "teleph" 22 "apr" 279 2 -1 0 "yes"
38 "blue-collar" "single" "tertiary" "no" 15280 "no" "no" "teleph" 17 "jul" 293 20 -1 0 "no"
30 "technician" "single" "secondary" "no" -567 "yes" "yes" "teleph" 5 "may" 670 2 286 6 "yes"
36 "student" "single" "unknown" "no" 420 "no" "no" "unknown" 18 "jun" 359 2 -1 0 "no"
37 "unemployed" "married" "secondary" "no" 2150 "no" "no" "teleph" 9 "sep" 404 1 182 1 "yes"
53 "admin." "married" "secondary" "no" 499 "no" "no" "teleph" 14 "oct" 317 6 192 1 "no"
38 "unemployed" "married" "tertiary" "no" 3057 "yes" "no" "teleph" 30 "apr" 830 1 -1 0 "yes"
48 "management" "married" "tertiary" "no" 5497 "no" "yes" "teleph" 19 "nov" 37 1 -1 0 "no"
26 "housemaid" "married" "secondary" "no" -825 "yes" "no" "teleph" 11 "jul" 191 1 -1 0 "no"
33 "blue-collar" "single" "secondary" "no" -452 "yes" "no" "unknown" 16 "may" 767 2 -1 0 "yes"
47 "technician" "married" "unknown" "no" 2289 "yes" "no" "unknown" 6 "may" 168 1 -1 0 "no"
45 "management" "divorced" "tertiary" "no" 239 "yes" "no" "unknown" 18 "jun" 89 4 -1 0 "no"
32 "blue-collar" "divorced" "secondary" "no" 0 "yes" "no" "unknown" 2 "jun" 746 2 -1 0 "no"
69 "retired" "married" "unknown" "no" 463 "no" "no" "teleph" 9 "mar" 225 1 90 1 "yes"
65 "unknown" "married" "unknown" "no" 5127 "no" "no" "teleph" 6 "aug" 256 1 -1 0 "yes"
37 "blue-collar" "married" "secondary" "no" 429 "yes" "no" "unknown" 6 "may" 219 2 -1 0 "no"
45 "blue-collar" "divorced" "primary" "no" 0 "yes" "no" "teleph" 21 "jul" 211 2 -1 0 "no"
36 "blue-collar" "married" "secondary" "no" -224 "yes" "no" "unknown" 8 "may" 177 2 -1 0 "no"
62 "self-employed" "divorced" "tertiary" "no" 7 "yes" "no" "teleph" 13 "oct" 216 1 183 4 "yes"
37 "management" "married" "tertiary" "no" 4390 "no" "yes" "teleph" 25 "jul" 106 2 -1 0 "no"
39 "services" "divorced" "secondary" "no" 747 "yes" "no" "teleph" 9 "jul" 869 1 -1 0 "yes"
38 "technician" "single" "secondary" "no" -263 "yes" "no" "teleph" 18 "may" 1173 3 278 6 "yes"
31 "management" "married" "tertiary" "no" 633 "yes" "no" "teleph" 15 "jul" 58 2 -1 0 "no"
58 "blue-collar" "divorced" "primary" "no" 8933 "yes" "no" "teleph" 31 "jul" 124 10 -1 0 "no"
44 "management" "single" "tertiary" "no" 1548 "yes" "no" "teleph" 8 "aug" 201 2 -1 0 "no"
31 "blue-collar" "married" "secondary" "no" 100 "yes" "no" "unknown" 16 "may" 688 1 -1 0 "yes"
33 "technician" "single" "secondary" "no" 2266 "no" "no" "teleph" 9 "feb" 501 2 -1 0 "yes"
36 "technician" "single" "tertiary" "no" 214 "no" "no" "teleph" 30 "apr" 260 1 -1 0 "yes"
31 "technician" "single" "secondary" "no" 2505 "no" "no" "teleph" 4 "aug" 139 1 -1 0 "no"
45 "admin." "married" "secondary" "no" -595 "yes" "no" "unknown" 3 "jun" 214 2 -1 0 "no"
30 "technician" "single" "tertiary" "no" 447 "no" "no" "teleph" 21 "apr" 142 1 -1 0 "no"
34 "blue-collar" "married" "secondary" "no" 635 "yes" "no" "teleph" 18 "jul" 154 2 -1 0 "no"
34 "management" "married" "tertiary" "no" 1084 "yes" "yes" "teleph" 21 "nov" 81 1 -1 0 "no"
39 "admin." "divorced" "secondary" "no" 90 "yes" "no" "teleph" 30 "jul" 69 6 -1 0 "no"
41 "management" "married" "tertiary" "no" 7134 "no" "no" "teleph" 27 "aug" 136 8 -1 0 "no"
32 "services" "single" "secondary" "no" 0 "yes" "no" "teleph" 31 "jul" 99 13 -1 0 "no"
32 "management" "single" "tertiary" "no" 0 "no" "no" "teleph" 21 "nov" 9 6 -1 0 "no"
36 "blue-collar" "married" "primary" "no" 433 "yes" "no" "unknown" 12 "jun" 278 1 -1 0 "no"
35 "admin." "married" "tertiary" "no" 1245 "yes" "no" "teleph" 2 "feb" 82 2 -1 0 "no"
32 "management" "single" "tertiary" "no" 2 "yes" "no" "teleph" 11 "sep" 100 2 -1 0 "yes"
33 "management" "single" "tertiary" "no" 218 "yes" "no" "teleph" 19 "nov" 171 1 183 1 "no"
49 "entrepreneur" "married" "primary" "no" 612 "no" "no" "unknown" 19 "jun" 84 1 -1 0 "no"
35 "management" "married" "tertiary" "no" 3436 "no" "no" "teleph" 8 "aug" 433 2 -1 0 "no"
31 "technician" "married" "secondary" "no" 0 "no" "yes" "teleph" 15 "jul" 624 6 -1 0 "no"
42 "management" "married" "secondary" "no" 1447 "no" "no" "teleph" 23 "jul" 698 2 -1 0 "no"
34 "housemaid" "married" "primary" "no" 3184 "no" "no" "teleph" 14 "aug" 518 2 -1 0 "yes"
32 "services" "married" "secondary" "yes" -239 "yes" "yes" "teleph" 25 "jul" 123 2 -1 0 "no"
29 "management" "single" "tertiary" "no" 6500 "yes" "no" "unknown" 28 "may" 317 1 -1 0 "no"
32 "services" "single" "secondary" "no" 52 "yes" "no" "teleph" 20 "apr" 8 3 -1 0 "no"
50 "housemaid" "single" "unknown" "no" 0 "no" "no" "teleph" 28 "jul" 118 8 -1 0 "no"
58 "retired" "married" "secondary" "no" 3676 "no" "yes" "teleph" 28 "may" 294 2 309 2 "no"
59 "technician" "married" "secondary" "no" 2509 "no" "no" "teleph" 30 "apr" 815 1 87 1 "yes"
25 "student" "married" "tertiary" "no" 11 "yes" "no" "teleph" 21 "jul" 857 4 -1 0 "yes"
57 "services" "married" "secondary" "no" 176 "yes" "no" "unknown" 5 "may" 174 1 -1 0 "no"
30 "blue-collar" "single" "secondary" "no" 1166 "yes" "no" "teleph" 5 "may" 1130 4 -1 0 "no"
26 "services" "single" "secondary" "no" 1848 "yes" "no" "teleph" 7 "may" 13 5 -1 0 "no"
50 "services" "single" "primary" "no" 161 "yes" "no" "unknown" 7 "may" 198 2 -1 0 "no"
39 "services" "married" "secondary" "no" 0 "yes" "no" "teleph" 8 "may" 503 1 -1 0 "no"
45 "blue-collar" "married" "primary" "no" 201 "yes" "no" "teleph" 29 "jan" 249 3 -1 0 "no"
37 "management" "divorced" "tertiary" "no" 974 "no" "yes" "teleph" 14 "aug" 343 2 -1 0 "no"
47 "blue-collar" "divorced" "primary" "no" 1390 "yes" "no" "teleph" 6 "feb" 479 2 -1 0 "no"
50 "technician" "married" "tertiary" "no" 216 "yes" "yes" "teleph" 3 "feb" 116 2 253 1 "no"
40 "management" "married" "secondary" "no" 108 "no" "no" "teleph" 9 "feb" 15 5 -1 0 "no"
35 "blue-collar" "married" "primary" "no" 411 "yes" "no" "unknown" 16 "may" 427 3 -1 0 "no"
53 "management" "married" "tertiary" "no" 16 "no" "no" "teleph" 20 "aug" 921 2 -1 0 "yes"
35 "admin." "married" "secondary" "no" 160 "yes" "yes" "teleph" 29 "jan" 41 1 184 7 "no"
54 "technician" "married" "secondary" "no" 2418 "no" "yes" "teleph" 13 "aug" 73 2 -1 0 "no"
35 "admin." "single" "secondary" "no" 1967 "yes" "no" "teleph" 25 "may" 65 2 -1 0 "no"
31 "housemaid" "married" "unknown" "yes" -7 "no" "yes" "teleph" 7 "jul" 94 2 -1 0 "no"
46 "technician" "divorced" "secondary" "no" 473 "yes" "no" "unknown" 15 "may" 192 3 -1 0 "no"
52 "management" "married" "secondary" "no" 364 "no" "no" "teleph" 21 "oct" 411 1 182 1 "yes"
34 "admin." "divorced" "secondary" "no" -273 "no" "no" "teleph" 18 "jul" 641 1 -1 0 "yes"
46 "services" "divorced" "secondary" "no" 5 "yes" "yes" "teleph" 29 "jan" 305 2 -1 0 "no"
54 "self-employed" "married" "secondary" "no" 697 "yes" "no" "teleph" 17 "apr" 472 1 148 2 "no"
37 "admin." "married" "tertiary" "no" 0 "yes" "no" "teleph" 21 "jul" 115 1 -1 0 "no"
39 "admin." "married" "tertiary" "no" 785 "no" "no" "teleph" 23 "apr" 141 1 -1 0 "no"
50 "technician" "married" "tertiary" "no" 3627 "yes" "yes" "teleph" 31 "jul" 24 14 -1 0 "no"
44 "technician" "divorced" "secondary" "no" 0 "no" "no" "teleph" 28 "jul" 264 5 -1 0 "no"
56 "admin." "married" "secondary" "no" 1635 "yes" "no" "unknown" 29 "may" 66 2 -1 0 "no"
40 "services" "married" "tertiary" "no" 38 "no" "no" "teleph" 3 "jul" 318 4 317 3 "no"
36 "services" "married" "secondary" "no" 973 "yes" "yes" "unknown" 4 "jun" 622 1 -1 0 "no"
33 "management" "married" "tertiary" "no" 817 "yes" "no" "teleph" 11 "aug" 104 4 -1 0 "no"
33 "blue-collar" "single" "secondary" "no" 2092 "yes" "no" "teleph" 2 "mar" 76 2 -1 0 "no"
42 "services" "married" "secondary" "no" -267 "yes" "no" "unknown" 7 "may" 149 1 -1 0 "no"
30 "self-employed" "single" "tertiary" "no" 979 "yes" "yes" "unknown" 16 "may" 601 1 -1 0 "no"
33 "admin." "single" "secondary" "no" 972 "no" "no" "teleph" 5 "feb" 509 2 -1 0 "no"
26 "blue-collar" "single" "secondary" "no" 643 "yes" "yes" "unknown" 27 "may" 174 1 -1 0 "no"
26 "admin." "single" "secondary" "no" 3836 "no" "yes" "teleph" 7 "sep" 57 2 -1 0 "no"
37 "services" "married" "secondary" "no" 0 "yes" "yes" "teleph" 31 "jul" 187 2 -1 0 "no"
59 "retired" "married" "primary" "no" 0 "no" "no" "teleph" 5 "jun" 493 2 -1 0 "yes"
49 "blue-collar" "married" "primary" "no" 403 "yes" "no" "teleph" 31 "jul" 18 44 -1 0 "no"
33 "blue-collar" "single" "primary" "no" 1 "yes" "no" "teleph" 20 "apr" 257 1 -1 0 "no"
46 "technician" "single" "secondary" "no" 907 "yes" "no" "teleph" 11 "jul" 196 2 -1 0 "no"
55 "entrepreneur" "married" "primary" "no" 324 "yes" "no" "unknown" 8 "may" 144 3 -1 0 "no"
49 "services" "married" "tertiary" "no" 333 "yes" "no" "teleph" 18 "aug" 285 7 -1 0 "no"
51 "technician" "married" "secondary" "no" 155 "yes" "no" "unknown" 16 "may" 627 1 -1 0 "no"
27 "admin." "married" "secondary" "no" 202 "yes" "no" "unknown" 27 "may" 136 2 -1 0 "no"
44 "technician" "married" "secondary" "no" 6084 "no" "no" "unknown" 20 "jun" 27 3 -1 0 "no"
40 "services" "single" "secondary" "no" 1682 "yes" "no" "teleph" 12 "may" 88 2 173 1 "no"
36 "management" "married" "tertiary" "no" 2013 "no" "no" "unknown" 8 "may" 362 1 -1 0 "no"
46 "admin." "single" "secondary" "no" 1946 "yes" "no" "unknown" 5 "jun" 214 5 -1 0 "no"
30 "services" "single" "secondary" "no" 22 "yes" "no" "teleph" 20 "apr" 404 6 340 1 "no"
35 "admin." "married" "secondary" "no" 9404 "yes" "no" "unknown" 24 "jun" 103 6 -1 0 "no"
31 "technician" "single" "secondary" "no" 1767 "no" "no" "teleph" 7 "may" 356 2 286 3 "no"
37 "admin." "married" "secondary" "no" 814 "no" "no" "teleph" 21 "apr" 219 1 -1 0 "no"
49 "blue-collar" "married" "unknown" "no" 55 "yes" "no" "unknown" 7 "may" 984 1 -1 0 "no"
27 "services" "single" "secondary" "yes" -1 "no" "no" "teleph" 22 "jul" 60 2 -1 0 "no"
32 "blue-collar" "married" "secondary" "no" -35 "yes" "no" "teleph" 12 "may" 145 1 -1 0 "no"
70 "retired" "divorced" "secondary" "no" 7446 "no" "no" "teleph" 5 "mar" 252 3 183 1 "no"
22 "technician" "single" "secondary" "no" 362 "no" "yes" "teleph" 12 "nov" 129 1 -1 0 "no"
58 "blue-collar" "married" "secondary" "no" -29 "no" "yes" "teleph" 31 "jul" 77 13 -1 0 "no"
33 "blue-collar" "married" "secondary" "no" 1013 "yes" "no" "unknown" 21 "may" 226 1 -1 0 "no"
83 "retired" "divorced" "primary" "no" 0 "no" "no" "teleph" 31 "may" 664 1 77 3 "no"
50 "management" "divorced" "tertiary" "no" 109 "yes" "yes" "teleph" 13 "may" 157 1 299 3 "no"
53 "blue-collar" "married" "secondary" "no" -680 "yes" "no" "teleph" 9 "jul" 205 1 -1 0 "no"
37 "management" "single" "tertiary" "no" 10 "no" "no" "teleph" 26 "aug" 484 2 -1 0 "no"
55 "services" "divorced" "primary" "no" 710 "no" "no" "unknown" 6 "jun" 800 1 -1 0 "no"
49 "admin." "married" "secondary" "no" 3922 "yes" "no" "unknown" 13 "nov" 231 1 -1 0 "yes"
41 "blue-collar" "married" "primary" "no" 318 "yes" "yes" "teleph" 7 "may" 102 1 -1 0 "no"
40 "management" "single" "tertiary" "no" 39 "yes" "no" "unknown" 27 "may" 240 3 -1 0 "no"
48 "management" "married" "tertiary" "no" 286 "yes" "no" "unknown" 5 "may" 350 2 -1 0 "no"
27 "student" "single" "secondary" "no" 9093 "no" "no" "teleph" 7 "may" 458 2 349 1 "no"
30 "management" "single" "tertiary" "no" 2376 "yes" "no" "unknown" 3 "jun" 366 1 -1 0 "no"
37 "entrepreneur" "single" "secondary" "no" 22232 "yes" "no" "teleph" 4 "may" 115 1 -1 0 "no"
37 "services" "single" "secondary" "no" 114 "no" "yes" "unknown" 17 "jun" 260 4 -1 0 "no"
40 "blue-collar" "married" "secondary" "no" 478 "yes" "no" "unknown" 5 "jun" 327 2 -1 0 "no"
73 "retired" "married" "unknown" "no" 564 "no" "no" "teleph" 16 "oct" 434 1 57 1 "yes"
50 "management" "married" "tertiary" "no" 21138 "yes" "yes" "teleph" 21 "nov" 166 1 -1 0 "no"
53 "blue-collar" "married" "primary" "no" 245 "no" "no" "teleph" 18 "jul" 171 7 -1 0 "no"
47 "blue-collar" "married" "secondary" "no" 2770 "yes" "no" "teleph" 11 "may" 577 1 368 1 "no"
33 "technician" "divorced" "secondary" "no" 0 "no" "no" "teleph" 21 "aug" 224 8 -1 0 "no"
50 "blue-collar" "married" "unknown" "no" 2483 "yes" "no" "teleph" 31 "jul" 1088 17 -1 0 "yes"
51 "blue-collar" "married" "primary" "no" 43 "yes" "no" "teleph" 13 "may" 79 1 370 1 "no"
42 "housemaid" "divorced" "tertiary" "no" 396 "no" "no" "teleph" 18 "nov" 52 1 -1 0 "no"
34 "technician" "single" "secondary" "no" 189 "no" "no" "teleph" 11 "may" 259 4 -1 0 "no"
44 "technician" "married" "secondary" "no" 11835 "yes" "no" "teleph" 5 "aug" 163 1 -1 0 "no"
32 "admin." "married" "secondary" "no" 0 "yes" "yes" "teleph" 17 "nov" 159 2 195 2 "no"
60 "retired" "married" "tertiary" "no" 245 "no" "no" "teleph" 19 "aug" 54 2 -1 0 "no"
60 "retired" "divorced" "tertiary" "no" 2316 "no" "no" "teleph" 10 "jul" 421 6 -1 0 "no"
29 "blue-collar" "single" "secondary" "no" -22 "no" "yes" "teleph" 21 "jul" 574 1 -1 0 "yes"
39 "management" "single" "secondary" "no" 39 "no" "no" "teleph" 29 "aug" 70 2 -1 0 "no"
47 "blue-collar" "married" "primary" "no" 2872 "no" "no" "teleph" 13 "aug" 310 2 -1 0 "no"
30 "admin." "married" "tertiary" "no" 435 "yes" "no" "teleph" 7 "may" 223 1 -1 0 "no"
31 "technician" "single" "tertiary" "no" 1320 "no" "no" "teleph" 3 "feb" 39 1 -1 0 "no"
34 "management" "single" "tertiary" "no" -317 "yes" "no" "teleph" 19 "aug" 181 6 -1 0 "no"
51 "admin." "married" "secondary" "no" 1538 "yes" "no" "unknown" 2 "jun" 151 3 -1 0 "no"
38 "blue-collar" "married" "secondary" "no" 232 "yes" "no" "unknown" 16 "jun" 270 15 -1 0 "no"
47 "admin." "single" "secondary" "no" 2761 "no" "no" "teleph" 18 "nov" 110 5 -1 0 "no"
46 "housemaid" "single" "tertiary" "no" 3513 "no" "no" "teleph" 15 "jun" 94 2 -1 0 "no"
33 "management" "married" "tertiary" "no" 322 "no" "no" "teleph" 16 "jul" 90 2 -1 0 "no"
30 "management" "married" "tertiary" "no" 46 "no" "no" "teleph" 25 "aug" 115 6 -1 0 "no"
40 "technician" "married" "secondary" "no" 758 "no" "no" "teleph" 24 "jun" 220 2 219 2 "no"
38 "blue-collar" "single" "secondary" "no" 14300 "yes" "no" "teleph" 17 "apr" 291 4 331 1 "no"
63 "retired" "divorced" "secondary" "no" 1620 "no" "no" "teleph" 8 "jun" 506 1 -1 0 "yes"
33 "management" "married" "tertiary" "no" 163 "no" "no" "teleph" 21 "aug" 151 2 -1 0 "no"
59 "retired" "married" "secondary" "no" 0 "no" "no" "unknown" 5 "jun" 812 1 -1 0 "yes"
29 "management" "single" "tertiary" "no" 4576 "yes" "no" "teleph" 18 "may" 119 1 -1 0 "no"
54 "services" "divorced" "secondary" "no" 1100 "yes" "no" "teleph" 12 "may" 33 3 175 2 "no"
57 "technician" "married" "secondary" "no" 17460 "yes" "no" "unknown" 30 "may" 352 3 -1 0 "no"
57 "blue-collar" "married" "primary" "no" 5903 "yes" "yes" "unknown" 6 "may" 383 1 -1 0 "no"
28 "services" "single" "secondary" "no" 345 "yes" "no" "unknown" 16 "may" 21 3 -1 0 "no"
30 "technician" "single" "secondary" "no" 5203 "yes" "no" "teleph" 18 "nov" 266 1 167 2 "no"
28 "blue-collar" "married" "secondary" "no" 245 "yes" "yes" "unknown" 7 "may" 866 2 -1 0 "no"
