"age","job","marital","education","default","balance","housing","loan","day","month","duration","campaign","pdays","previous","y"
32,"admin.","single","tertiary","no",-67.816091954023,"no","yes",4,"jul",192,1,-1,0,"no"
40,"services","divorced","secondary","no",-93.1034482758621,"no","yes",23,"jul",186,1,-1,0,"no"
37,"blue-collar","married","primary","no",0,"yes","no",6,"may",226,1,363,3,"no"
57,"management","married","tertiary","no",0,"yes","no",21,"nov",67,1,-1,0,"no"
46,"management","married","tertiary","no",-3.44827586206897,"no","no",28,"aug",205,2,-1,0,"no"
31,"blue-collar","single","primary","no",2859.77011494253,"yes","no",20,"apr",14,1,-1,0,"no"
39,"technician","divorced","tertiary","yes",3.44827586206897,"no","no",6,"may",488,1,-1,0,"yes"
35,"management","married","secondary","no",964.367816091954,"yes","no",23,"may",50,3,-1,0,"no"
32,"blue-collar","married","primary","no",118.390804597701,"no","no",23,"jul",312,1,-1,0,"no"
44,"technician","divorced","secondary","no",363.218390804598,"yes","no",21,"jul",163,3,-1,0,"no"
41,"technician","single","secondary","no",1931.03448275862,"yes","no",2,"jun",76,2,-1,0,"no"
59,"retired","divorced","primary","no",8251.72413793103,"no","no",5,"feb",150,1,-1,0,"no"
39,"services","married","secondary","no",283.908045977012,"yes","no",17,"apr",244,2,-1,0,"no"
54,"management","married","tertiary","no",9534.48275862069,"no","no",5,"jun",207,1,-1,0,"yes"
27,"services","single","secondary","no",300,"yes","yes",18,"may",113,1,-1,0,"no"
51,"self-employed","married","secondary","no",109.195402298851,"yes","no",23,"jul",1309,4,-1,0,"yes"
33,"technician","single","secondary","no",334.48275862069,"no","no",25,"aug",72,6,-1,0,"no"
38,"blue-collar","married","primary","no",2574.71264367816,"yes","no",19,"nov",551,1,183,1,"no"
52,"entrepreneur","married","tertiary","no",0,"no","no",19,"jun",163,3,-1,0,"no"
54,"management","divorced","tertiary","no",1488.50574712644,"yes","no",21,"jul",179,10,-1,0,"no"
33,"blue-collar","married","primary","no",372.413793103448,"yes","no",13,"may",217,2,-1,0,"no"
50,"technician","married","secondary","no",768.965517241379,"yes","no",2,"jun",88,1,-1,0,"no"
39,"blue-collar","single","secondary","no",4762.06896551724,"yes","yes",2,"jun",21,1,-1,0,"no"
34,"management","single","tertiary","no",3041.37931034483,"no","no",14,"apr",142,1,-1,0,"yes"
41,"technician","single","secondary","no",710.344827586207,"no","no",5,"feb",1056,1,-1,0,"no"
48,"management","divorced","tertiary","no",621.83908045977,"yes","no",14,"may",72,1,363,2,"no"
38,"services","married","secondary","no",498.850574712644,"yes","no",20,"may",411,1,-1,0,"no"
34,"blue-collar","married","secondary","no",714.942528735632,"yes","no",21,"may",145,1,-1,0,"no"
32,"blue-collar","married","secondary","no",0,"yes","no",8,"may",80,2,-1,0,"no"
48,"management","married","secondary","no",113.793103448276,"yes","no",28,"may",344,1,-1,0,"no"
28,"services","single","secondary","no",333.333333333333,"yes","no",18,"may",128,1,-1,0,"no"
47,"blue-collar","married","secondary","no",1413.79310344828,"yes","no",30,"apr",412,1,169,1,"yes"
32,"admin.","single","secondary","no",51.7241379310345,"yes","yes",14,"may",908,3,344,7,"no"
32,"admin.","married","secondary","no",1060.91954022989,"yes","no",17,"apr",819,4,-1,0,"no"
38,"management","married","tertiary","no",1091.95402298851,"no","no",5,"aug",210,2,-1,0,"no"
86,"retired","married","secondary","no",1727.58620689655,"no","no",18,"mar",165,3,101,1,"no"
47,"technician","married","secondary","no",74.7126436781609,"no","no",28,"aug",118,8,-1,0,"no"
42,"management","married","primary","no",-780.459770114943,"yes","yes",6,"may",159,1,343,2,"no"
44,"management","married","tertiary","no",888.505747126437,"no","yes",9,"jul",618,1,-1,0,"no"
25,"student","single","unknown","no",12400,"no","no",23,"dec",102,2,210,2,"no"
34,"services","divorced","secondary","no",1139.08045977011,"yes","no",6,"may",89,1,344,1,"no"
34,"admin.","married","secondary","no",283.908045977012,"no","no",8,"oct",401,2,-1,0,"yes"
53,"blue-collar","married","primary","no",4762.06896551724,"no","no",15,"jul",200,3,-1,0,"no"
42,"blue-collar","married","unknown","no",-466.666666666667,"yes","no",30,"jul",152,5,-1,0,"no"
30,"blue-collar","single","secondary","no",206.896551724138,"no","no",14,"jul",203,1,183,2,"no"
26,"blue-collar","single","primary","no",-1019.54022988506,"yes","no",18,"may",827,2,-1,0,"yes"
40,"services","married","secondary","no",4778.16091954023,"yes","no",15,"may",735,1,-1,0,"no"
34,"technician","single","secondary","no",1593.10344827586,"yes","yes",28,"may",185,6,-1,0,"no"
34,"services","married","secondary","no",2541.37931034483,"no","no",8,"may",149,1,-1,0,"no"
40,"management","married","tertiary","no",-568.965517241379,"no","yes",29,"jul",303,2,-1,0,"no"
36,"management","married","tertiary","no",31447.1264367816,"yes","no",3,"jun",71,2,-1,0,"no"
34,"technician","single","secondary","no",505.747126436782,"yes","no",6,"may",445,2,345,2,"no"
32,"blue-collar","single","secondary","no",155.172413793103,"yes","no",18,"may",232,2,-1,0,"no"
39,"technician","married","secondary","no",-844.827586206897,"yes","no",30,"jan",144,5,248,2,"no"
36,"technician","married","tertiary","no",68.9655172413793,"no","no",19,"aug",209,2,-1,0,"no"
39,"technician","divorced","secondary","no",1036.7816091954,"yes","no",10,"feb",691,2,180,5,"yes"
33,"management","married","unknown","no",21088.5057471264,"yes","no",23,"may",415,1,-1,0,"no"
34,"blue-collar","single","secondary","no",-82.7586206896552,"yes","no",7,"jul",273,5,-1,0,"no"
42,"management","married","tertiary","no",1385.05747126437,"no","no",8,"sep",376,2,-1,0,"yes"
46,"technician","married","secondary","no",573.563218390805,"yes","no",31,"jul",37,10,-1,0,"no"
32,"management","single","tertiary","no",754.022988505747,"yes","yes",20,"apr",148,2,-1,0,"no"
27,"services","married","secondary","no",114.942528735632,"no","no",16,"jul",57,2,-1,0,"no"
35,"technician","divorced","secondary","no",79.3103448275862,"yes","no",8,"may",461,3,-1,0,"no"
53,"technician","married","unknown","no",711.494252873563,"no","no",17,"jun",198,6,-1,0,"no"
29,"services","single","secondary","no",220.689655172414,"no","no",30,"jan",327,4,-1,0,"no"
35,"management","single","tertiary","no",0,"no","no",29,"aug",669,6,-1,0,"no"
49,"management","married","tertiary","no",100,"no","no",29,"jan",165,1,-1,0,"no"
58,"management","married","tertiary","no",3710.34482758621,"no","no",19,"aug",58,2,-1,0,"no"
40,"management","single","tertiary","no",1564.36781609195,"no","no",29,"jan",1473,1,-1,0,"yes"
19,"student","single","unknown","no",0,"no","no",11,"feb",123,3,-1,0,"no"
30,"student","single","tertiary","no",39.0804597701149,"yes","no",6,"may",289,1,-1,0,"no"
34,"technician","single","secondary","no",365.51724137931,"no","yes",25,"jul",239,5,-1,0,"no"
60,"retired","married","secondary","no",226.436781609195,"no","no",7,"oct",1386,1,-1,0,"no"
28,"student","single","tertiary","no",0,"no","no",28,"sep",294,2,105,7,"yes"
46,"management","married","tertiary","no",313.793103448276,"yes","no",18,"mar",910,2,184,4,"yes"
49,"blue-collar","divorced","primary","no",17.2413793103448,"yes","no",27,"may",550,7,-1,0,"no"
59,"management","divorced","tertiary","no",8980.45977011494,"yes","no",21,"nov",75,1,-1,0,"no"
44,"technician","single","secondary","no",-31.0344827586207,"yes","yes",14,"may",100,3,-1,0,"no"
33,"technician","married","tertiary","no",86.2068965517241,"no","no",21,"jul",204,4,-1,0,"no"
54,"retired","married","secondary","no",1309.19540229885,"yes","no",14,"may",155,1,177,7,"no"
26,"blue-collar","married","secondary","no",132.183908045977,"yes","no",4,"jul",46,3,-1,0,"no"
54,"blue-collar","married","secondary","no",0,"no","no",16,"apr",1366,1,150,1,"no"
48,"housemaid","married","primary","no",8270.11494252873,"no","no",21,"nov",609,2,-1,0,"yes"
30,"services","single","tertiary","no",-548.275862068965,"no","yes",21,"aug",1532,2,-1,0,"yes"
29,"management","single","tertiary","no",1179.31034482759,"no","no",12,"nov",226,1,92,1,"yes"
51,"entrepreneur","married","tertiary","no",4506.89655172414,"yes","no",5,"may",168,1,-1,0,"no"
53,"unemployed","married","primary","no",1126.4367816092,"yes","no",3,"dec",352,1,-1,0,"yes"
43,"blue-collar","married","secondary","no",-205.747126436782,"yes","no",30,"jul",335,6,-1,0,"no"
34,"admin.","married","tertiary","no",2933.33333333333,"yes","yes",25,"sep",74,1,-1,0,"no"
40,"entrepreneur","married","tertiary","no",1987.35632183908,"yes","no",12,"may",85,1,-1,0,"no"
43,"technician","married","secondary","no",498.850574712644,"yes","no",5,"may",117,1,-1,0,"no"
33,"admin.","single","secondary","no",-344.827586206897,"yes","yes",25,"jul",184,1,-1,0,"no"
66,"retired","married","secondary","no",5500,"no","no",13,"aug",72,3,-1,0,"no"
44,"technician","divorced","secondary","no",-378.16091954023,"yes","no",7,"may",171,1,-1,0,"no"
33,"services","married","secondary","no",0,"yes","no",22,"jul",44,8,-1,0,"no"
31,"technician","single","secondary","no",449.425287356322,"no","no",13,"aug",336,2,-1,0,"no"
71,"retired","married","primary","no",5352.87356321839,"no","no",16,"feb",93,5,-1,0,"yes"
22,"student","single","primary","no",3990.80459770115,"no","no",20,"oct",332,1,183,3,"yes"
46,"unemployed","single","tertiary","no",810.344827586207,"no","no",4,"feb",398,1,-1,0,"no"
32,"services","married","secondary","no",293.103448275862,"yes","yes",21,"may",86,2,-1,0,"no"
45,"blue-collar","married","secondary","no",5017.24137931035,"no","yes",9,"feb",45,2,-1,0,"no"
32,"management","married","secondary","no",402.298850574713,"yes","no",28,"may",110,2,-1,0,"no"
49,"blue-collar","married","primary","no",544.827586206897,"yes","yes",9,"feb",152,3,221,1,"no"
27,"technician","single","secondary","no",562.068965517241,"yes","no",30,"jul",356,4,-1,0,"yes"
46,"entrepreneur","married","secondary","no",870.114942528736,"no","no",16,"jun",382,3,-1,0,"no"
37,"management","single","tertiary","no",798.850574712644,"no","no",28,"jan",233,1,-1,0,"no"
30,"unemployed","single","secondary","yes",-885.057471264368,"yes","no",28,"may",87,1,-1,0,"no"
44,"self-employed","divorced","secondary","no",91.9540229885057,"yes","yes",14,"may",387,2,-1,0,"no"
45,"technician","married","secondary","no",362.068965517241,"yes","no",30,"jun",103,1,-1,0,"no"
27,"student","single","secondary","no",244.827586206897,"no","no",27,"mar",378,1,-1,0,"yes"
57,"housemaid","married","primary","no",0,"no","no",9,"jun",257,2,-1,0,"no"
66,"management","married","tertiary","no",2493.10344827586,"no","no",7,"jul",282,1,-1,0,"no"
40,"admin.","divorced","secondary","no",243.67816091954,"no","no",7,"jan",176,1,-1,0,"no"
48,"blue-collar","married","secondary","no",382.758620689655,"yes","no",14,"may",24,6,-1,0,"no"
33,"blue-collar","single","secondary","no",5062.06896551724,"yes","no",20,"nov",766,3,-1,0,"no"
42,"services","divorced","secondary","no",295.402298850575,"yes","no",12,"may",955,2,-1,0,"yes"
47,"unemployed","married","secondary","no",3664.36781609195,"yes","no",3,"feb",426,3,-1,0,"no"
27,"technician","single","tertiary","no",3543.67816091954,"yes","no",29,"may",244,2,-1,0,"no"
78,"retired","married","tertiary","no",259.770114942529,"no","no",6,"nov",136,1,-1,0,"no"
50,"services","married","primary","no",1448.27586206897,"no","no",18,"nov",172,1,-1,0,"no"
46,"entrepreneur","single","tertiary","no",1620.68965517241,"yes","no",19,"nov",93,1,189,8,"no"
41,"admin.","divorced","secondary","no",6949.42528735632,"yes","yes",15,"mar",300,6,182,2,"yes"
36,"admin.","single","tertiary","no",1126.4367816092,"no","no",11,"nov",118,4,104,7,"no"
49,"retired","married","primary","no",-42.5287356321839,"no","no",4,"jul",191,2,-1,0,"no"
46,"management","divorced","tertiary","no",-177.011494252874,"yes","yes",27,"may",107,2,-1,0,"no"
77,"retired","married","primary","no",781.609195402299,"no","no",24,"feb",513,2,89,7,"no"
30,"technician","single","tertiary","no",918.390804597701,"yes","yes",6,"jun",91,18,-1,0,"no"
43,"management","single","secondary","yes",-1337.93103448276,"yes","yes",18,"jul",76,4,-1,0,"no"
44,"blue-collar","married","secondary","no",2900,"yes","no",29,"may",1236,2,-1,0,"no"
40,"blue-collar","married","primary","no",112.64367816092,"yes","no",2,"jun",193,5,-1,0,"no"
38,"blue-collar","married","primary","no",3929.88505747126,"yes","no",20,"jun",324,5,-1,0,"no"
25,"unemployed","single","tertiary","no",394.252873563218,"no","no",1,"jun",377,1,-1,0,"yes"
49,"management","married","tertiary","no",979.310344827586,"yes","no",20,"nov",408,1,-1,0,"no"
33,"blue-collar","married","primary","no",57.4712643678161,"yes","no",7,"may",246,2,-1,0,"no"
40,"management","single","tertiary","no",0,"no","no",26,"aug",58,7,-1,0,"no"
44,"blue-collar","married","primary","no",11.4942528735632,"yes","no",17,"jul",196,1,-1,0,"no"
32,"blue-collar","married","secondary","no",1091.95402298851,"yes","yes",20,"apr",219,4,-1,0,"no"
52,"management","married","tertiary","no",0,"yes","no",9,"jul",197,1,-1,0,"no"
35,"management","married","tertiary","no",201.149425287356,"yes","no",7,"aug",257,2,-1,0,"no"
35,"technician","married","secondary","no",-297.701149425287,"yes","no",29,"jan",381,1,247,2,"no"
32,"management","married","secondary","no",7145.97701149425,"yes","yes",21,"may",486,2,-1,0,"no"
42,"technician","married","secondary","no",-1505.74712643678,"yes","yes",28,"may",162,1,-1,0,"no"
59,"blue-collar","married","unknown","no",159.770114942529,"no","no",5,"jun",153,1,-1,0,"no"
44,"technician","single","secondary","no",8204.59770114943,"no","no",8,"aug",809,2,-1,0,"yes"
50,"admin.","divorced","secondary","no",1277.01149425287,"yes","no",17,"apr",50,1,-1,0,"no"
27,"blue-collar","single","secondary","no",129.885057471264,"no","no",22,"jul",39,17,-1,0,"no"
55,"management","divorced","tertiary","no",-703.448275862069,"no","no",26,"aug",131,2,-1,0,"no"
54,"blue-collar","married","unknown","no",356.32183908046,"yes","no",28,"jan",526,4,258,3,"no"
31,"unemployed","single","secondary","no",-213.793103448276,"yes","no",26,"may",172,3,-1,0,"no"
56,"admin.","married","unknown","no",2342.52873563218,"no","no",8,"feb",405,1,305,1,"no"
51,"self-employed","married","tertiary","no",957.471264367816,"no","no",31,"jul",77,3,-1,0,"no"
61,"blue-collar","married","primary","no",718.390804597701,"yes","no",19,"may",158,2,-1,0,"no"
34,"technician","single","secondary","no",120.689655172414,"yes","no",7,"may",146,2,171,3,"no"
56,"blue-collar","married","primary","no",633.333333333333,"no","no",29,"may",27,1,-1,0,"no"
29,"student","single","unknown","no",166.666666666667,"no","no",14,"aug",105,1,-1,0,"no"
34,"management","single","tertiary","no",710.344827586207,"yes","no",3,"jun",119,4,-1,0,"no"
35,"services","single","secondary","no",1221.83908045977,"yes","yes",16,"apr",327,1,-1,0,"no"
56,"admin.","divorced","secondary","no",1132.18390804598,"no","yes",18,"aug",150,2,-1,0,"no"
45,"blue-collar","married","secondary","no",3363.2183908046,"yes","yes",19,"nov",482,3,120,2,"no"
31,"admin.","single","secondary","no",-516.091954022988,"yes","no",28,"may",81,2,-1,0,"no"
37,"entrepreneur","divorced","tertiary","no",75.8620689655172,"no","no",18,"nov",1164,2,-1,0,"yes"
43,"admin.","married","secondary","no",0,"yes","no",17,"jul",674,3,-1,0,"no"
40,"management","married","unknown","no",481.609195402299,"yes","no",10,"jul",347,1,-1,0,"no"
44,"management","married","primary","no",5468.96551724138,"yes","no",22,"jul",712,6,-1,0,"yes"
38,"admin.","single","secondary","no",-26.4367816091954,"no","no",20,"nov",48,2,-1,0,"no"
58,"management","divorced","tertiary","no",1808.04597701149,"yes","yes",17,"nov",279,1,-1,0,"no"
24,"blue-collar","single","secondary","no",88.5057471264368,"yes","no",16,"may",236,2,-1,0,"no"
53,"services","married","secondary","no",1583.90804597701,"yes","no",18,"jul",91,2,-1,0,"no"
36,"blue-collar","married","secondary","no",-83.9080459770115,"yes","yes",18,"may",15,8,-1,0,"no"
28,"blue-collar","married","primary","no",68.9655172413793,"yes","no",6,"may",161,1,337,1,"no"
45,"blue-collar","married","primary","no",157.471264367816,"yes","yes",16,"may",187,19,-1,0,"no"
32,"admin.","single","tertiary","no",1819.54022988506,"yes","no",19,"nov",100,1,182,1,"no"
46,"admin.","married","secondary","no",-139.080459770115,"yes","yes",8,"jul",214,4,-1,0,"no"
28,"blue-collar","single","secondary","no",1224.13793103448,"yes","yes",17,"apr",406,1,317,1,"no"
51,"unemployed","married","secondary","no",-14.9425287356322,"yes","no",13,"may",361,1,364,1,"no"
51,"blue-collar","married","primary","no",2148.27586206897,"no","no",17,"jun",30,3,-1,0,"no"
30,"technician","single","secondary","no",5502.29885057471,"yes","no",4,"jun",99,2,-1,0,"no"
39,"technician","married","secondary","yes",-210.344827586207,"yes","no",14,"may",202,2,-1,0,"no"
28,"blue-collar","married","primary","no",806.896551724138,"yes","no",26,"jun",318,2,-1,0,"no"
31,"management","single","tertiary","no",1717.24137931034,"no","no",13,"aug",275,12,-1,0,"no"
31,"blue-collar","married","primary","no",0,"yes","yes",12,"may",59,4,-1,0,"no"
38,"management","married","tertiary","no",52.8735632183908,"no","no",29,"aug",70,4,-1,0,"no"
31,"blue-collar","single","secondary","no",700,"yes","no",14,"apr",1126,1,335,1,"no"
74,"retired","divorced","secondary","no",4688.50574712644,"no","no",19,"oct",343,3,-1,0,"yes"
40,"management","single","tertiary","no",0,"yes","no",23,"feb",228,2,182,6,"yes"
43,"technician","married","secondary","no",9052.87356321839,"yes","no",11,"aug",209,2,-1,0,"no"
34,"technician","single","tertiary","no",1063.2183908046,"yes","no",13,"apr",709,1,-1,0,"yes"
54,"management","divorced","tertiary","no",8057.47126436782,"no","no",11,"mar",275,2,-1,0,"no"
51,"blue-collar","married","primary","no",48.2758620689655,"yes","no",12,"may",51,2,342,3,"no"
33,"blue-collar","married","secondary","no",327.586206896552,"no","yes",3,"jul",267,1,-1,0,"no"
41,"technician","married","tertiary","no",0,"no","no",20,"jun",95,1,-1,0,"no"
33,"management","single","tertiary","no",3643.67816091954,"no","no",28,"oct",246,2,-1,0,"no"
48,"admin.","married","secondary","no",9.19540229885057,"no","yes",7,"jul",46,1,-1,0,"no"
42,"self-employed","divorced","tertiary","no",248.275862068966,"yes","no",8,"may",144,3,-1,0,"no"
35,"management","single","tertiary","no",3419.54022988506,"no","no",8,"aug",249,2,-1,0,"no"
25,"admin.","married","secondary","no",1027.58620689655,"yes","no",28,"may",328,1,-1,0,"no"
38,"blue-collar","single","primary","no",563.218390804598,"yes","yes",25,"aug",17,1,-1,0,"no"
45,"entrepreneur","married","secondary","no",281.609195402299,"yes","no",14,"may",126,3,-1,0,"no"
59,"management","divorced","tertiary","no",0,"yes","no",31,"jul",52,8,-1,0,"no"
47,"management","married","unknown","no",172.413793103448,"no","no",9,"jun",52,1,-1,0,"no"
33,"management","married","tertiary","no",4.59770114942529,"yes","no",16,"jul",285,5,-1,0,"no"
59,"management","married","primary","no",1985.05747126437,"no","no",25,"may",500,4,358,2,"yes"
41,"blue-collar","divorced","primary","no",763.218390804598,"no","yes",15,"jul",955,5,-1,0,"yes"
42,"technician","married","secondary","no",543.67816091954,"yes","no",7,"jul",216,5,-1,0,"no"
51,"technician","divorced","tertiary","no",0,"no","no",28,"aug",84,7,-1,0,"no"
45,"management","married","tertiary","no",-220.689655172414,"yes","no",6,"may",138,3,-1,0,"no"
30,"management","married","tertiary","no",2232.18390804598,"yes","yes",21,"nov",436,2,178,3,"yes"
33,"blue-collar","single","secondary","no",5904.59770114943,"yes","no",6,"may",123,1,-1,0,"no"
43,"management","married","tertiary","no",14993.1034482759,"no","no",18,"aug",36,4,-1,0,"no"
37,"blue-collar","married","secondary","no",1210.34482758621,"no","no",16,"jun",405,3,-1,0,"no"
73,"retired","married","primary","no",177.011494252874,"no","no",15,"oct",103,1,-1,0,"no"
43,"blue-collar","married","secondary","no",718.390804597701,"yes","no",30,"sep",175,1,-1,0,"no"
52,"unemployed","married","primary","no",293.103448275862,"no","yes",10,"jul",374,3,-1,0,"no"
44,"management","married","tertiary","no",608.045977011494,"yes","no",4,"jun",129,4,-1,0,"no"
56,"management","married","tertiary","no",365.51724137931,"no","yes",9,"jul",246,3,-1,0,"no"
21,"services","single","secondary","no",2187.35632183908,"yes","no",29,"may",107,2,-1,0,"no"
43,"unknown","married","tertiary","no",2226.4367816092,"no","no",19,"jun",385,1,-1,0,"no"
54,"management","married","primary","no",4435.63218390805,"no","yes",20,"nov",104,3,-1,0,"no"
59,"technician","married","primary","no",4825.28735632184,"no","no",14,"jan",309,1,91,10,"yes"
52,"blue-collar","married","primary","no",264.367816091954,"yes","no",6,"may",198,2,170,2,"no"
31,"admin.","single","secondary","no",858.620689655172,"yes","no",26,"may",543,2,-1,0,"yes"
53,"admin.","married","secondary","no",302.298850574713,"no","yes",18,"jul",143,7,-1,0,"no"
24,"technician","single","secondary","no",-52.8735632183908,"yes","no",19,"may",23,1,-1,0,"no"
57,"retired","married","secondary","no",0,"no","yes",30,"jun",104,2,-1,0,"no"
48,"technician","married","secondary","no",652.873563218391,"yes","no",2,"sep",378,2,386,1,"yes"
57,"technician","married","secondary","no",1688.50574712644,"yes","no",17,"nov",364,1,-1,0,"no"
51,"technician","married","secondary","no",20.6896551724138,"no","yes",25,"jul",363,6,-1,0,"no"
50,"management","divorced","tertiary","no",231.034482758621,"yes","no",24,"jul",248,1,-1,0,"no"
34,"blue-collar","married","secondary","no",1622.98850574713,"yes","yes",27,"may",157,2,-1,0,"no"
43,"blue-collar","married","primary","no",-106.896551724138,"yes","no",26,"may",402,2,-1,0,"no"
31,"services","married","secondary","no",-380.459770114943,"yes","no",23,"may",203,5,-1,0,"no"
29,"blue-collar","married","unknown","no",558.620689655172,"yes","no",6,"may",422,1,363,1,"no"
39,"blue-collar","married","primary","no",797.701149425287,"yes","no",21,"nov",44,1,-1,0,"no"
36,"management","single","tertiary","no",3225.28735632184,"yes","no",30,"may",358,4,-1,0,"no"
38,"unemployed","single","tertiary","no",0,"no","no",6,"feb",39,2,-1,0,"no"
56,"management","divorced","tertiary","no",3401.14942528736,"yes","no",18,"may",325,1,-1,0,"no"
41,"housemaid","divorced","primary","no",25.2873563218391,"yes","no",18,"nov",238,3,126,4,"no"
47,"technician","married","secondary","no",1341.37931034483,"yes","no",30,"apr",968,1,87,5,"yes"
38,"management","single","tertiary","no",40.2298850574713,"yes","no",17,"apr",156,1,273,3,"no"
80,"retired","married","secondary","no",9544.8275862069,"no","no",6,"apr",681,1,118,11,"no"
37,"services","married","secondary","no",5471.26436781609,"yes","no",20,"nov",187,2,-1,0,"no"
44,"management","single","tertiary","no",-1509.19540229885,"yes","yes",15,"may",104,10,-1,0,"no"
33,"blue-collar","single","secondary","no",801.149425287356,"no","no",6,"feb",860,2,-1,0,"yes"
53,"technician","married","secondary","no",264.367816091954,"no","yes",13,"aug",112,2,-1,0,"no"
69,"retired","married","tertiary","no",543.67816091954,"no","no",7,"jul",112,1,78,1,"no"
46,"technician","married","secondary","no",1640.22988505747,"yes","no",14,"may",32,3,-1,0,"no"
30,"management","single","tertiary","no",231.034482758621,"yes","no",17,"mar",325,2,-1,0,"yes"
31,"self-employed","single","secondary","no",1248.27586206897,"no","no",20,"nov",410,1,-1,0,"no"
38,"management","divorced","tertiary","no",4982.75862068965,"yes","no",20,"nov",640,1,-1,0,"no"
34,"services","divorced","secondary","no",50.5747126436782,"no","no",9,"jun",118,1,-1,0,"no"
48,"unknown","married","unknown","no",328.735632183908,"no","no",30,"jul",166,2,-1,0,"no"
46,"blue-collar","divorced","primary","no",248.275862068966,"no","no",2,"feb",173,1,-1,0,"no"
42,"admin.","married","secondary","no",245.977011494253,"yes","no",28,"may",21,24,-1,0,"no"
41,"blue-collar","married","secondary","no",394.252873563218,"yes","no",14,"may",89,7,-1,0,"no"
33,"blue-collar","married","secondary","no",-88.5057471264368,"yes","no",28,"jul",151,3,-1,0,"no"
39,"blue-collar","married","primary","no",1202.29885057471,"no","no",19,"jun",112,4,-1,0,"no"
27,"student","single","secondary","no",1800,"no","no",30,"jan",164,5,-1,0,"no"
26,"management","single","tertiary","no",680.459770114943,"no","no",29,"jan",145,2,164,1,"no"
38,"management","single","tertiary","no",119.540229885057,"yes","no",6,"may",606,3,-1,0,"yes"
48,"blue-collar","married","secondary","no",0,"yes","no",26,"may",105,1,-1,0,"no"
54,"services","married","secondary","no",-25.2873563218391,"no","yes",9,"jul",85,1,-1,0,"no"
51,"services","married","secondary","no",0,"no","no",18,"jul",439,3,-1,0,"no"
47,"technician","married","secondary","no",82.7586206896552,"no","no",29,"may",278,1,-1,0,"no"
53,"technician","married","secondary","no",114.942528735632,"no","no",13,"aug",205,4,-1,0,"no"
35,"blue-collar","married","primary","no",366.666666666667,"yes","no",16,"jul",221,1,-1,0,"no"
58,"management","married","tertiary","no",10734.4827586207,"yes","no",18,"nov",52,3,172,3,"no"
52,"management","divorced","tertiary","no",57.4712643678161,"yes","no",12,"jun",84,3,-1,0,"no"
57,"retired","married","secondary","yes",36.7816091954023,"yes","no",15,"may",476,3,-1,0,"no"
52,"management","married","tertiary","no",7956.32183908046,"no","no",20,"nov",371,1,-1,0,"no"
35,"management","single","tertiary","no",727.586206896552,"yes","no",17,"apr",128,3,-1,0,"no"
48,"technician","married","secondary","no",4902.29885057471,"yes","no",13,"may",220,2,-1,0,"no"
46,"entrepreneur","married","tertiary","no",2600,"no","no",14,"jul",44,14,-1,0,"no"
39,"services","married","secondary","no",2264.36781609195,"yes","no",8,"jun",30,1,404,2,"no"
38,"self-employed","divorced","tertiary","no",1739.08045977011,"no","no",7,"may",330,1,342,1,"no"
34,"entrepreneur","married","secondary","no",5355.1724137931,"yes","no",30,"aug",28,1,-1,0,"no"
47,"entrepreneur","married","primary","no",767.816091954023,"no","no",12,"may",908,1,-1,0,"no"
35,"management","divorced","tertiary","no",745.977011494253,"no","no",16,"apr",177,1,-1,0,"no"
46,"blue-collar","divorced","primary","no",519.540229885057,"yes","no",9,"may",113,4,-1,0,"no"
27,"admin.","single","secondary","no",-166.666666666667,"yes","no",15,"may",289,8,-1,0,"no"
31,"blue-collar","married","secondary","no",-572.413793103448,"yes","no",21,"jul",357,1,-1,0,"no"
31,"management","single","tertiary","no",0,"no","no",28,"aug",38,16,-1,0,"no"
46,"admin.","married","secondary","no",25.2873563218391,"yes","no",7,"aug",414,4,-1,0,"no"
31,"admin.","married","secondary","no",2648.27586206897,"yes","no",20,"nov",257,2,-1,0,"no"
33,"management","married","tertiary","no",1622.98850574713,"yes","no",19,"aug",480,1,-1,0,"yes"
42,"housemaid","married","primary","no",166.666666666667,"no","no",20,"aug",252,2,-1,0,"no"
33,"management","single","primary","no",5628.73563218391,"yes","no",20,"may",151,1,-1,0,"no"
40,"housemaid","married","primary","no",2105.74712643678,"no","no",6,"feb",213,4,-1,0,"no"
51,"blue-collar","married","primary","no",4282.75862068965,"no","yes",27,"aug",119,12,-1,0,"no"
31,"unemployed","married","tertiary","no",679.310344827586,"no","no",21,"nov",161,2,-1,0,"no"
62,"retired","divorced","tertiary","no",0,"no","no",13,"nov",227,2,-1,0,"yes"
24,"student","single","secondary","no",583.908045977012,"yes","no",18,"may",12,3,374,1,"no"
48,"unemployed","married","secondary","no",939.080459770115,"no","no",14,"jan",517,1,282,4,"yes"
41,"technician","divorced","secondary","no",400,"yes","no",7,"may",225,2,275,2,"no"
43,"management","married","tertiary","no",334.48275862069,"yes","no",9,"may",150,2,-1,0,"no"
52,"technician","married","secondary","no",4085.05747126437,"no","yes",8,"jul",89,1,-1,0,"no"
54,"blue-collar","married","primary","no",897.701149425287,"yes","no",9,"may",103,2,-1,0,"no"
32,"technician","divorced","tertiary","no",306.896551724138,"no","no",26,"may",128,1,-1,0,"no"
38,"blue-collar","married","primary","no",1525.28735632184,"yes","no",20,"nov",277,1,-1,0,"no"
41,"admin.","married","primary","no",-351.724137931034,"yes","no",15,"may",500,1,-1,0,"yes"
